State,Agency Type,Agency Name,Population1,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Kidnapping/ Abduction,Sex Offenses,Rape,Sodomy,Fondling,"Sex Offenses, Nonforcible",Statutory Rape,Arson,Burglary/ Breaking & Entering,Counter- feiting/ Forgery,Destruction/ Damage/ Vandalism,Embezzle- ment,Fraud Offenses,False Pretenses/ Swindle/ Confidence Game,Credit Card/ Automated Teller Machine Fraud,Imperson- ation,Wire Fraud,Larceny- Theft Offenses,Purse- snatching,Shop- lifting,Theft From Building,Theft From Coin- operated Machine,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses ,Drug/ Narcotic Offenses,Drug/ Narcotic Violations,Drug Equipment Violations,Porno- graphy/ Obscene Material,Weapon Law Violations,Total Offenses
TENNESSEE,Cities,Cleveland,42068.0,1319.0,304.0,693.0,322.0,13.0,86.0,30.0,9.0,42.0,3.0,3.0,5.0,408.0,169.0,608.0,39.0,553.0,257.0,236.0,46.0,14.0,1773.0,2.0,687.0,404.0,4.0,230.0,133.0,311.0,79.0,39.0,8.0,418.0,264.0,154.0,4.0,29.0,9713.0
TENNESSEE,Cities,Clifton,2712.0,9.0,3.0,6.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,13.0,6.0,6.0,4.0,2.0,1.0,2.0,10.0,13.0,1.0,1.0,4.0,37.0,1.0,3.0,3.0,13.0,12.0,1.0,2.0,1.0,52.0
TENNESSEE,Cities,Clinton,9936.0,241.0,58.0,153.0,30.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,72.0,33.0,75.0,14.0,115.0,50.0,43.0,18.0,4.0,306.0,2.0,122.0,66.0,5.0,34.0,25.0,54.0,29.0,5.0,2.0,197.0,134.0,63.0,1.0,6.0,1976.0
TENNESSEE,Cities,Collegedale,8353.0,50.0,8.0,35.0,7.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,17.0,10.0,14.0,2.0,36.0,9.0,19.0,8.0,2.0,123.0,2.0,48.0,19.0,1.0,37.0,2.0,15.0,5.0,1.0,3.0,121.0,69.0,52.0,2.0,11.0,737.0
TENNESSEE,Cities,Collierville,44690.0,510.0,66.0,294.0,150.0,3.0,22.0,5.0,8.0,9.0,4.0,4.0,1.0,81.0,66.0,304.0,39.0,178.0,48.0,45.0,76.0,9.0,802.0,2.0,241.0,168.0,11.0,171.0,39.0,169.0,18.0,7.0,5.0,523.0,336.0,187.0,6.0,23.0,4631.0
TENNESSEE,Cities,Collinwood,985.0,7.0,1.0,2.0,4.0,2.0,6.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,13.0,6.0,6.0,4.0,2.0,7.0,2.0,2.0,1.0,1.0,14.0,4.0,4.0,6.0,3.0,3.0,2.0,2.0,12.0,2.0,1.0,41.0
TENNESSEE,Cities,Columbia,35203.0,1492.0,235.0,977.0,280.0,8.0,30.0,12.0,7.0,11.0,7.0,7.0,8.0,296.0,70.0,200.0,30.0,259.0,110.0,91.0,57.0,2.0,1077.0,1.0,303.0,282.0,2.0,219.0,24.0,245.0,31.0,37.0,12.0,496.0,375.0,121.0,1.0,42.0,7473.0
TENNESSEE,Cities,Cookeville,30946.0,750.0,108.0,497.0,145.0,7.0,25.0,12.0,1.0,9.0,6.0,6.0,1.0,376.0,75.0,314.0,18.0,363.0,123.0,183.0,35.0,22.0,1112.0,2.0,305.0,284.0,11.0,218.0,110.0,181.0,57.0,26.0,9.0,513.0,301.0,212.0,1.0,32.0,6457.0
TENNESSEE,Cities,Coopertown,4368.0,17.0,3.0,6.0,8.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,8.0,1.0,4.0,1.0,1.0,1.0,6.0,4.0,2.0,8.0,2.0,10.0,13.0,1.0,2.0,2.0,4.0,4.0,1.0,3.0,5.0,4.0,1.0,2.0,4.0,81.0
TENNESSEE,Cities,Cornersville,1215.0,27.0,6.0,15.0,6.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,6.0,4.0,1.0,12.0,2.0,10.0,6.0,1.0,4.0,4.0,2.0,6.0,3.0,3.0,8.0,6.0,2.0,2.0,4.0,107.0
TENNESSEE,Cities,Cowan,1744.0,17.0,4.0,9.0,4.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,5.0,5.0,14.0,2.0,2.0,1.0,6.0,1.0,2.0,16.0,2.0,10.0,9.0,1.0,1.0,4.0,6.0,1.0,3.0,3.0,15.0,10.0,5.0,2.0,2.0,122.0
TENNESSEE,Cities,Cross Plains,1749.0,15.0,1.0,11.0,3.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,5.0,3.0,2.0,13.0,6.0,6.0,4.0,2.0,13.0,2.0,10.0,5.0,1.0,5.0,4.0,3.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,64.0
TENNESSEE,Cities,Crossville,10993.0,441.0,135.0,255.0,51.0,1.0,27.0,11.0,2.0,16.0,3.0,3.0,1.0,244.0,92.0,201.0,11.0,250.0,116.0,100.0,23.0,11.0,860.0,2.0,279.0,218.0,7.0,164.0,76.0,113.0,43.0,17.0,6.0,338.0,215.0,123.0,5.0,27.0,4486.0
TENNESSEE,Cities,Crump,1432.0,32.0,5.0,19.0,8.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,15.0,3.0,8.0,2.0,3.0,6.0,1.0,2.0,2.0,29.0,2.0,2.0,3.0,1.0,2.0,5.0,17.0,6.0,3.0,3.0,41.0,27.0,14.0,2.0,2.0,240.0
TENNESSEE,Cities,Cumberland City,310.0,1.0,8.0,1.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,5.0,5.0,5.0,2.0,6.0,6.0,6.0,4.0,2.0,2.0,2.0,10.0,13.0,1.0,2.0,4.0,37.0,6.0,3.0,3.0,1.0,25.0,1.0,2.0,4.0,37.0
TENNESSEE,Cities,Cumberland Gap,498.0,7.0,3.0,1.0,3.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,13.0,6.0,6.0,4.0,2.0,6.0,2.0,1.0,2.0,1.0,14.0,4.0,3.0,6.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,39.0
TENNESSEE,Cities,Dandridge,2848.0,37.0,12.0,22.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,16.0,7.0,15.0,2.0,12.0,10.0,2.0,4.0,2.0,66.0,2.0,11.0,28.0,1.0,9.0,2.0,15.0,6.0,4.0,3.0,72.0,42.0,30.0,2.0,1.0,427.0
TENNESSEE,Cities,Dayton,7308.0,112.0,20.0,90.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,56.0,18.0,66.0,3.0,24.0,9.0,14.0,4.0,1.0,224.0,2.0,69.0,43.0,2.0,39.0,18.0,53.0,26.0,4.0,3.0,100.0,57.0,43.0,2.0,5.0,1102.0
TENNESSEE,Cities,Decatur,1609.0,29.0,9.0,16.0,4.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,10.0,5.0,4.0,2.0,1.0,6.0,6.0,1.0,2.0,38.0,1.0,11.0,15.0,1.0,4.0,3.0,4.0,4.0,1.0,3.0,31.0,21.0,10.0,2.0,3.0,220.0
TENNESSEE,Cities,Decaturville,870.0,14.0,3.0,5.0,6.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,7.0,1.0,4.0,2.0,1.0,1.0,6.0,4.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,2.0,2.0,12.0,2.0,4.0,61.0
TENNESSEE,Cities,Decherd,2373.0,47.0,8.0,28.0,11.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,24.0,4.0,14.0,2.0,9.0,4.0,2.0,3.0,2.0,26.0,2.0,5.0,11.0,1.0,1.0,1.0,8.0,6.0,1.0,1.0,48.0,30.0,18.0,2.0,1.0,315.0
TENNESSEE,Cities,Dickson,14780.0,474.0,50.0,258.0,166.0,1.0,14.0,7.0,2.0,7.0,2.0,2.0,1.0,99.0,56.0,153.0,12.0,111.0,45.0,27.0,34.0,5.0,645.0,1.0,252.0,168.0,1.0,90.0,44.0,88.0,20.0,1.0,3.0,157.0,98.0,59.0,2.0,7.0,3160.0
TENNESSEE,Cities,Dover,1416.0,25.0,5.0,17.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,5.0,3.0,9.0,1.0,3.0,2.0,1.0,4.0,2.0,24.0,2.0,8.0,3.0,1.0,4.0,4.0,8.0,2.0,1.0,3.0,13.0,8.0,5.0,2.0,4.0,154.0
TENNESSEE,Cities,Dresden,3027.0,35.0,4.0,28.0,3.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,1.0,18.0,5.0,17.0,1.0,9.0,6.0,1.0,2.0,2.0,54.0,2.0,8.0,17.0,3.0,10.0,4.0,16.0,2.0,3.0,3.0,59.0,45.0,14.0,2.0,4.0,353.0
TENNESSEE,Cities,Dunlap,4933.0,93.0,20.0,59.0,14.0,2.0,6.0,1.0,2.0,5.0,1.0,1.0,1.0,54.0,16.0,46.0,2.0,12.0,8.0,2.0,2.0,2.0,191.0,5.0,101.0,46.0,1.0,17.0,4.0,14.0,15.0,2.0,3.0,29.0,21.0,8.0,2.0,3.0,801.0
TENNESSEE,Cities,Dyer,2372.0,31.0,4.0,21.0,6.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,13.0,3.0,7.0,2.0,3.0,2.0,6.0,1.0,2.0,28.0,2.0,5.0,12.0,1.0,5.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,12.0,2.0,4.0,153.0
TENNESSEE,Cities,Dyersburg,17223.0,1142.0,157.0,826.0,159.0,7.0,26.0,7.0,2.0,17.0,2.0,2.0,3.0,269.0,52.0,423.0,9.0,130.0,69.0,30.0,31.0,2.0,868.0,2.0,227.0,146.0,1.0,139.0,51.0,302.0,25.0,20.0,3.0,358.0,315.0,43.0,1.0,12.0,5879.0
TENNESSEE,Cities,Eagleville,623.0,50.0,8.0,33.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,38.0,2.0,2.0,6.0,2.0,4.0,2.0,1.0,2.0,10.0,1.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,10.0,5.0,5.0,2.0,4.0,26.0
TENNESSEE,Cities,East Ridge,21435.0,603.0,112.0,410.0,81.0,4.0,22.0,6.0,1.0,15.0,2.0,2.0,4.0,233.0,68.0,89.0,11.0,149.0,102.0,37.0,10.0,2.0,745.0,2.0,113.0,187.0,1.0,212.0,91.0,138.0,86.0,33.0,8.0,104.0,72.0,32.0,2.0,21.0,3811.0
TENNESSEE,Cities,Elizabethton,14240.0,330.0,29.0,158.0,143.0,1.0,10.0,2.0,2.0,7.0,1.0,1.0,1.0,123.0,44.0,135.0,5.0,114.0,45.0,52.0,15.0,2.0,631.0,2.0,201.0,31.0,1.0,147.0,7.0,244.0,27.0,5.0,4.0,227.0,133.0,94.0,2.0,11.0,2984.0
TENNESSEE,Cities,Elkton,581.0,4.0,1.0,3.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,1.0,2.0,1.0,13.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,11.0
TENNESSEE,Cities,Englewood,1552.0,17.0,2.0,12.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,7.0,1.0,8.0,2.0,9.0,1.0,1.0,7.0,2.0,21.0,2.0,3.0,5.0,1.0,3.0,4.0,6.0,1.0,3.0,3.0,100.0,50.0,50.0,2.0,1.0,314.0
TENNESSEE,Cities,Erin,1322.0,25.0,5.0,18.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,11.0,2.0,2.0,1.0,1.0,4.0,2.0,15.0,2.0,1.0,4.0,1.0,4.0,1.0,5.0,6.0,3.0,3.0,10.0,8.0,2.0,2.0,1.0,128.0
TENNESSEE,Cities,Erwin,6136.0,108.0,14.0,61.0,33.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,20.0,5.0,31.0,2.0,12.0,9.0,1.0,2.0,2.0,99.0,1.0,7.0,62.0,1.0,20.0,4.0,8.0,12.0,1.0,3.0,60.0,34.0,26.0,2.0,2.0,641.0
TENNESSEE,Cities,Estill Springs,2065.0,40.0,6.0,26.0,8.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,5.0,5.0,10.0,15.0,2.0,6.0,1.0,1.0,2.0,15.0,2.0,1.0,2.0,1.0,4.0,4.0,8.0,4.0,3.0,3.0,10.0,6.0,4.0,2.0,1.0,173.0
TENNESSEE,Cities,Ethridge,472.0,11.0,1.0,8.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,8.0,5.0,10.0,2.0,2.0,1.0,1.0,4.0,2.0,19.0,2.0,2.0,2.0,1.0,4.0,2.0,9.0,6.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,94.0
TENNESSEE,Cities,Etowah,3535.0,91.0,19.0,47.0,25.0,2.0,7.0,6.0,1.0,4.0,2.0,2.0,3.0,43.0,6.0,43.0,1.0,27.0,8.0,15.0,2.0,2.0,93.0,2.0,20.0,18.0,1.0,24.0,9.0,22.0,7.0,1.0,1.0,78.0,58.0,20.0,1.0,7.0,705.0
TENNESSEE,Cities,Fairview,8013.0,98.0,22.0,58.0,18.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,24.0,12.0,30.0,2.0,38.0,8.0,3.0,3.0,24.0,97.0,1.0,14.0,21.0,1.0,36.0,4.0,20.0,4.0,1.0,3.0,77.0,44.0,33.0,2.0,7.0,704.0
TENNESSEE,Cities,Fayetteville,6896.0,381.0,62.0,192.0,127.0,3.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,46.0,22.0,139.0,13.0,56.0,31.0,24.0,1.0,2.0,371.0,1.0,75.0,50.0,5.0,80.0,14.0,146.0,12.0,5.0,3.0,125.0,87.0,38.0,2.0,6.0,2137.0
TENNESSEE,Cities,Franklin,64848.0,452.0,70.0,334.0,48.0,6.0,29.0,11.0,3.0,14.0,1.0,1.0,3.0,91.0,41.0,181.0,46.0,254.0,79.0,44.0,131.0,2.0,912.0,1.0,390.0,192.0,1.0,119.0,73.0,133.0,37.0,11.0,6.0,557.0,354.0,203.0,7.0,26.0,4890.0
TENNESSEE,Cities,Friendship,672.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,25.5,2.0,1.0,2.0,13.0,6.0,6.0,4.0,2.0,7.0,2.0,10.0,3.0,1.0,14.0,2.0,2.0,6.0,3.0,3.0,2.0,2.0,12.0,2.0,4.0,37.0
TENNESSEE,Cities,Gadsden,472.0,13.0,6.0,5.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,6.0,4.0,2.0,10.0,2.0,10.0,3.0,1.0,14.0,1.0,6.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,63.0
TENNESSEE,Cities,Gainesboro,952.0,29.0,9.0,17.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,17.0,2.0,4.0,2.0,2.0,4.0,2.0,23.0,2.0,4.0,10.0,1.0,3.0,4.0,6.0,2.0,1.0,3.0,16.0,8.0,8.0,2.0,1.0,171.0
TENNESSEE,Cities,Gallatin,31093.0,694.0,116.0,472.0,106.0,5.0,18.0,5.0,1.0,12.0,1.0,1.0,1.0,101.0,51.0,153.0,18.0,174.0,47.0,66.0,49.0,12.0,438.0,2.0,148.0,97.0,1.0,56.0,28.0,107.0,24.0,13.0,5.0,451.0,271.0,180.0,3.0,21.0,3956.0
TENNESSEE,Cities,Gallaway,688.0,11.0,4.0,5.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,6.0,1.0,2.0,5.0,2.0,10.0,13.0,1.0,1.0,4.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,51.0
TENNESSEE,Cities,Gates,650.0,13.0,1.0,7.0,5.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,8.0,1.0,7.0,2.0,1.0,1.0,6.0,4.0,2.0,8.0,2.0,10.0,13.0,1.0,3.0,1.0,4.0,1.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,61.0
TENNESSEE,Cities,Gatlinburg,4047.0,126.0,17.0,86.0,23.0,1.0,12.0,2.0,2.0,10.0,1.0,1.0,2.0,172.0,21.0,77.0,20.0,39.0,20.0,14.0,2.0,3.0,279.0,2.0,19.0,103.0,26.0,60.0,5.0,66.0,18.0,11.0,3.0,161.0,99.0,62.0,2.0,12.0,1576.0
TENNESSEE,Cities,Germantown,39484.0,249.0,24.0,163.0,62.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,6.0,134.0,19.0,100.0,3.0,161.0,22.0,14.0,118.0,7.0,482.0,2.0,44.0,127.0,1.0,226.0,20.0,64.0,11.0,5.0,4.0,108.0,61.0,47.0,2.0,19.0,2313.0
TENNESSEE,Cities,Gibson,401.0,5.0,8.0,2.0,3.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,13.0,6.0,6.0,4.0,2.0,7.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,36.0
TENNESSEE,Cities,Gleason,1455.0,25.0,3.0,14.0,8.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,7.0,2.0,13.0,6.0,6.0,4.0,2.0,13.0,2.0,1.0,1.0,1.0,14.0,1.0,10.0,6.0,3.0,3.0,13.0,10.0,3.0,2.0,4.0,111.0
TENNESSEE,Cities,Goodlettsville,16310.0,377.0,59.0,251.0,67.0,3.0,14.0,4.0,2.0,7.0,1.0,1.0,1.0,134.0,20.0,144.0,10.0,87.0,43.0,2.0,42.0,2.0,758.0,1.0,429.0,81.0,4.0,111.0,52.0,79.0,19.0,24.0,3.0,195.0,128.0,67.0,2.0,17.0,3247.0
TENNESSEE,Cities,Gordonsville,1222.0,10.0,3.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,7.0,1.0,2.0,2.0,6.0,4.0,2.0,10.0,2.0,10.0,4.0,1.0,1.0,2.0,3.0,6.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,72.0
TENNESSEE,Cities,Grand Junction,322.0,12.0,8.0,4.0,8.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,6.0,6.0,1.0,2.0,17.0,2.0,9.0,1.0,1.0,1.0,4.0,6.0,2.0,3.0,3.0,14.0,13.0,1.0,2.0,3.0,101.0
TENNESSEE,Cities,Graysville,1530.0,14.0,3.0,9.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,5.0,6.0,2.0,1.0,1.0,6.0,4.0,2.0,8.0,2.0,10.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,13.0,9.0,4.0,2.0,4.0,87.0
TENNESSEE,Cities,Greenbrier,6568.0,117.0,9.0,76.0,32.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,32.0,3.0,52.0,2.0,8.0,5.0,1.0,2.0,2.0,73.0,2.0,5.0,22.0,1.0,14.0,11.0,21.0,6.0,1.0,3.0,59.0,48.0,11.0,2.0,2.0,610.0
TENNESSEE,Cities,Greeneville,15295.0,472.0,92.0,216.0,164.0,6.0,16.0,5.0,1.0,9.0,6.0,3.0,3.0,191.0,138.0,231.0,9.0,196.0,93.0,62.0,37.0,4.0,795.0,5.0,192.0,119.0,11.0,175.0,32.0,257.0,39.0,18.0,2.0,132.0,79.0,53.0,1.0,10.0,3884.0
TENNESSEE,Cities,Greenfield,2198.0,24.0,4.0,16.0,4.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,9.0,5.0,8.0,1.0,1.0,1.0,6.0,4.0,2.0,16.0,2.0,4.0,3.0,1.0,14.0,1.0,8.0,1.0,1.0,3.0,11.0,7.0,4.0,2.0,1.0,125.0
TENNESSEE,Cities,Halls,2268.0,52.0,10.0,34.0,8.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,1.0,19.0,4.0,15.0,1.0,6.0,4.0,1.0,1.0,2.0,20.0,2.0,3.0,5.0,1.0,4.0,1.0,7.0,6.0,1.0,2.0,29.0,23.0,6.0,2.0,4.0,265.0
TENNESSEE,Cities,Harriman,6363.0,103.0,22.0,70.0,11.0,2.0,10.0,2.0,2.0,8.0,3.0,3.0,3.0,85.0,20.0,70.0,1.0,18.0,2.0,9.0,7.0,2.0,183.0,2.0,40.0,58.0,1.0,24.0,2.0,58.0,15.0,3.0,3.0,181.0,97.0,84.0,1.0,3.0,1197.0
TENNESSEE,Cities,Henderson,6363.0,186.0,26.0,84.0,76.0,2.0,5.0,1.0,1.0,3.0,2.0,2.0,1.0,74.0,12.0,70.0,4.0,19.0,2.0,11.0,4.0,2.0,74.0,2.0,8.0,20.0,1.0,15.0,3.0,27.0,3.0,3.0,3.0,70.0,44.0,26.0,2.0,4.0,878.0
TENNESSEE,Cities,Hendersonville,52781.0,599.0,108.0,406.0,85.0,13.0,16.0,6.0,2.0,10.0,2.0,2.0,10.0,143.0,56.0,235.0,27.0,227.0,99.0,79.0,40.0,9.0,783.0,2.0,356.0,139.0,4.0,85.0,54.0,142.0,31.0,13.0,15.0,528.0,280.0,248.0,1.0,31.0,4890.0
TENNESSEE,Cities,Henning,950.0,2.0,8.0,2.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,8.0,5.0,1.0,2.0,13.0,6.0,6.0,4.0,2.0,9.0,2.0,2.0,6.0,1.0,14.0,4.0,1.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,31.0
TENNESSEE,Cities,Henry,469.0,5.0,8.0,1.0,4.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,5.0,6.0,2.0,1.0,6.0,1.0,4.0,2.0,11.0,2.0,10.0,3.0,1.0,2.0,4.0,6.0,1.0,3.0,3.0,19.0,17.0,2.0,2.0,4.0,82.0
TENNESSEE,Cities,Hohenwald,3782.0,103.0,19.0,81.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,21.0,14.0,29.0,6.0,16.0,3.0,12.0,4.0,1.0,105.0,2.0,17.0,29.0,1.0,17.0,6.0,35.0,6.0,4.0,3.0,59.0,38.0,21.0,2.0,6.0,657.0
TENNESSEE,Cities,Hollow Rock,723.0,12.0,4.0,6.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,8.0,2.0,6.0,4.0,2.0,8.0,2.0,10.0,2.0,1.0,14.0,2.0,4.0,1.0,3.0,3.0,9.0,5.0,4.0,2.0,2.0,86.0
TENNESSEE,Cities,Hornbeak,426.0,50.0,8.0,33.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,1.0,2.0,10.0,13.0,1.0,14.0,4.0,1.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,4.0
TENNESSEE,Cities,Humboldt,8563.0,391.0,94.0,234.0,63.0,2.0,11.0,3.0,1.0,6.0,3.0,2.0,7.0,88.0,11.0,154.0,4.0,22.0,9.0,5.0,8.0,2.0,247.0,1.0,90.0,48.0,1.0,24.0,29.0,54.0,11.0,11.0,3.0,164.0,117.0,47.0,2.0,13.0,1981.0
TENNESSEE,Cities,Huntingdon,4009.0,72.0,13.0,50.0,9.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,26.0,6.0,38.0,1.0,28.0,7.0,21.0,4.0,2.0,125.0,2.0,66.0,16.0,1.0,8.0,6.0,29.0,3.0,1.0,1.0,46.0,30.0,16.0,2.0,1.0,621.0
TENNESSEE,Cities,Huntland,877.0,18.0,2.0,11.0,5.0,1.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,3.0,7.0,2.0,1.0,6.0,1.0,4.0,2.0,7.0,2.0,10.0,1.0,1.0,14.0,1.0,4.0,6.0,3.0,3.0,9.0,7.0,2.0,2.0,1.0,86.0
TENNESSEE,Cities,Jacksboro,2027.0,47.0,7.0,24.0,16.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,9.0,5.0,39.0,3.0,5.0,2.0,1.0,1.0,1.0,134.0,2.0,97.0,8.0,1.0,13.0,4.0,10.0,6.0,3.0,3.0,53.0,27.0,26.0,2.0,1.0,530.0
TENNESSEE,Cities,Jackson,65725.0,2987.0,770.0,1757.0,460.0,26.0,46.0,22.0,2.0,20.0,4.0,4.0,21.0,977.0,220.0,1409.0,64.0,581.0,233.0,172.0,157.0,18.0,2170.0,5.0,566.0,588.0,12.0,317.0,214.0,463.0,132.0,192.0,26.0,1089.0,725.0,364.0,3.0,168.0,17039.0
TENNESSEE,Cities,Jamestown,1982.0,35.0,9.0,23.0,3.0,2.0,6.0,3.0,2.0,4.0,1.0,1.0,2.0,21.0,1.0,20.0,2.0,2.0,6.0,1.0,1.0,2.0,150.0,7.0,71.0,45.0,1.0,4.0,2.0,19.0,6.0,3.0,1.0,46.0,28.0,18.0,2.0,4.0,517.0
TENNESSEE,Cities,Jasper,3304.0,65.0,12.0,41.0,12.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,11.0,4.0,32.0,2.0,46.0,25.0,2.0,19.0,2.0,55.0,2.0,11.0,16.0,1.0,10.0,5.0,13.0,5.0,1.0,3.0,42.0,33.0,9.0,2.0,8.0,481.0
TENNESSEE,Cities,Jefferson City,8149.0,170.0,11.0,116.0,43.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,59.0,25.0,69.0,9.0,66.0,51.0,11.0,4.0,2.0,301.0,1.0,116.0,66.0,13.0,28.0,12.0,64.0,12.0,10.0,3.0,211.0,121.0,90.0,2.0,11.0,1695.0
TENNESSEE,Cities,Jellico,2366.0,25.0,5.0,14.0,6.0,3.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,19.0,5.0,24.0,1.0,8.0,4.0,3.0,1.0,2.0,65.0,2.0,6.0,22.0,1.0,18.0,1.0,18.0,3.0,3.0,3.0,48.0,33.0,15.0,2.0,4.0,349.0
TENNESSEE,Cities,Johnson City,64342.0,1244.0,253.0,812.0,179.0,15.0,35.0,14.0,4.0,16.0,4.0,4.0,14.0,491.0,163.0,541.0,40.0,519.0,269.0,157.0,89.0,4.0,2265.0,3.0,740.0,457.0,14.0,562.0,160.0,320.0,102.0,52.0,12.0,671.0,405.0,266.0,5.0,68.0,10991.0
TENNESSEE,Cities,Jonesborough,5146.0,58.0,11.0,33.0,14.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,15.0,13.0,27.0,5.0,47.0,9.0,28.0,10.0,2.0,94.0,2.0,12.0,18.0,1.0,36.0,4.0,24.0,2.0,3.0,3.0,71.0,47.0,24.0,1.0,2.0,611.0
